vector,label
"[-0.1135472   0.00301949  0.66585344  0.01119901  0.28487766 -0.06081273
  0.30750543  0.857276   -0.47070515 -0.11709859  0.6601528   0.13079482
  0.23406982 -0.14514758  0.22236522  0.08818828  1.2265548  -0.3256549
 -0.37565297 -0.60839194]",0
"[-0.07728592 -0.00333616  0.65016943  0.06978554  0.2309434  -0.09285692
  0.24684457  0.6858331  -0.49952245 -0.05423056  0.6601279   0.02818501
  0.34025535 -0.1714045   0.3594187   0.16199102  1.2205917  -0.3450785
 -0.42505646 -0.59354687]",0
"[-0.08459777 -0.07506844  0.6995042   0.00692039  0.1459656  -0.19864732
  0.28172973  0.6053058  -0.50415176 -0.01513555  0.6488993   0.04519193
  0.36055785 -0.17473207  0.39710084  0.20073126  1.2487746  -0.2697063
 -0.47300047 -0.5805671 ]",1
"[-0.14140743 -0.0560863   0.56440383  0.06466006  0.23291433 -0.05817475
  0.30638564  0.54529905 -0.53617215 -0.00542925  0.68334603  0.022861
  0.40834087 -0.18873917  0.47151697  0.2576276   1.2687532  -0.28120178
 -0.52328634 -0.5789887 ]",1
"[-0.08339992 -0.05075772  0.66747224  0.04594259  0.32262808 -0.1093986
  0.27653113  0.6065014  -0.5016018  -0.12816457  0.59719074  0.0295844
  0.33192447 -0.17019032  0.39306056  0.10058582  1.2983102  -0.388668
 -0.4211632  -0.6086565 ]",1
"[-0.1327795  -0.03958602  0.7681226  -0.01597752  0.1592277  -0.15683076
  0.22217081  0.703517   -0.5111351  -0.01659033  0.68117136  0.09465062
  0.3657335  -0.22061479  0.27397424  0.15095165  1.247792   -0.20533575
 -0.4194597  -0.61205584]",1
"[-0.02845866  0.03554001  0.6771668   0.02019335  0.1892357  -0.15411858
  0.25530446  0.5635038  -0.49251062 -0.01311202  0.64529955  0.06991117
  0.3599806  -0.20990433  0.39201853  0.13584875  1.2586267  -0.2828195
 -0.46695998 -0.6106738 ]",1
"[-0.03395442  0.03255214  0.7364858  -0.07840542  0.2232284  -0.12412745
  0.23888583  0.68129194 -0.54465634 -0.11609559  0.6514136   0.12912501
  0.38821584 -0.16162927  0.26873675  0.13190371  1.2219237  -0.23368828
 -0.4777355  -0.6205344 ]",1
"[-0.01542281 -0.04013968  0.6969721  -0.00644656  0.15816906 -0.10634498
  0.13504386  0.6805023  -0.4608808  -0.10021286  0.60647714  0.19867143
  0.36840755 -0.14806949  0.44153848  0.10760305  1.1861185  -0.26184416
 -0.407639   -0.5012723 ]",1
"[ 0.00663125  0.01864707  0.7312779  -0.02195991  0.18791576 -0.158976
  0.25421375  0.6582886  -0.42965102 -0.08127935  0.64645326  0.1772117
  0.34494275 -0.14294474  0.3553736   0.14420713  1.1977673  -0.25227973
 -0.44915152 -0.5631786 ]",1
"[-0.07560793 -0.03794335  0.6415843   0.00559131  0.24856308 -0.12839991
  0.17906998  0.6445009  -0.4133876  -0.1405266   0.59956217  0.19216901
  0.35735634 -0.13103457  0.4366824   0.05950967  1.2529334  -0.31274933
 -0.48289543 -0.54904014]",0
"[ 0.00154951 -0.10040546  0.660243    0.01496163  0.09006035 -0.22453955
  0.27532986  0.51372856 -0.56961566 -0.07492218  0.74906266 -0.02499653
  0.3675474  -0.23615754  0.39580068  0.28884465  1.3182032  -0.22767816
 -0.52207875 -0.62296396]",1
"[ 0.00120892 -0.01367228  0.6634098  -0.07340536  0.2236948  -0.13428092
  0.21180071  0.6986419  -0.47186446 -0.11875383  0.5767148   0.1351644
  0.35607776 -0.15653446  0.3343683   0.11209141  1.174151   -0.36157736
 -0.44232112 -0.5873788 ]",1
"[-0.00662706  0.01375268  0.7142922  -0.04904093  0.23812975 -0.18858805
  0.19460504  0.65013254 -0.4403581  -0.06369303  0.62484425  0.09586459
  0.33694616 -0.10719617  0.30619323  0.18329923  1.1981707  -0.2572955
 -0.40329415 -0.59135145]",1
"[-0.06034612 -0.02416761  0.585644    0.00507541  0.19423857 -0.16600496
  0.25677738  0.5861334  -0.53488386 -0.0852012   0.7082323   0.00174982
  0.37749547 -0.18877542  0.35213527  0.2022177   1.3207375  -0.26813546
 -0.49689355 -0.6139842 ]",1
"[-0.11724604 -0.0889948   0.630888   -0.04440966  0.17658176 -0.15281178
  0.32001215  0.6482079  -0.5779804  -0.03958638  0.7674911  -0.06679664
  0.35666552 -0.2096097   0.31895506  0.21192817  1.246907   -0.33104873
 -0.44931576 -0.63470626]",0
"[-0.02913567 -0.03120788  0.6971594  -0.05343505  0.21353568 -0.15181014
  0.21395668  0.7062047  -0.5024189  -0.12286174  0.6392805   0.10289124
  0.36275947 -0.19154811  0.3214145   0.08500921  1.2367455  -0.31665832
 -0.48193768 -0.57920897]",1
"[-0.07196716 -0.00279135  0.56899035  0.08473897  0.20453624 -0.13057561
  0.35253403  0.47477236 -0.48912105 -0.04429632  0.77104217  0.02004102
  0.3556595  -0.20949422  0.39920118  0.22524267  1.2940239  -0.21646456
 -0.47459993 -0.703993  ]",1
"[ 0.00663421 -0.07208092  0.7086879   0.09244092  0.14498022 -0.2125282
  0.29580447  0.52757514 -0.6319654  -0.03387922  0.702427    0.05269372
  0.38359475 -0.18042625  0.45985982  0.23936276  1.3474895  -0.17347494
 -0.44514826 -0.5993718 ]",1
"[-0.13557753  0.01457227  0.5146175  -0.05200656  0.28843522 -0.13584487
  0.29980043  0.57245976 -0.4979364  -0.14735071  0.79509175 -0.01846374
  0.40372455 -0.28653345  0.25883973  0.30042127  1.3868527  -0.16038802
 -0.5109301  -0.70765543]",1
"[-0.06989757 -0.02072577  0.63389206 -0.02867544  0.23335695 -0.09187532
  0.19583093  0.588499   -0.51095736 -0.0599334   0.71747357  0.0239767
  0.35853782 -0.23423421  0.35079542  0.16062668  1.2347037  -0.2889901
 -0.45784655 -0.6421223 ]",0
"[ 0.06251547  0.08396935  0.66892034  0.10673562  0.3829539  -0.1741342
  0.29767722  0.5851994  -0.5538856  -0.0205954   0.55996627  0.07641617
  0.38645962 -0.14793015  0.3511413  -0.01820224  1.2471466  -0.42924678
 -0.49807027 -0.63645536]",0
"[-0.01891454 -0.03965761  0.62279195 -0.036504    0.2635735  -0.16282299
  0.26681003  0.59092724 -0.36402228 -0.0136676   0.63290054  0.0800437
  0.35586712 -0.18084696  0.3618149   0.16182286  1.2187241  -0.24581622
 -0.46022373 -0.6334245 ]",1
"[-0.10348561 -0.05918569  0.6053438   0.04614387  0.22450982 -0.03343803
  0.3249985   0.6411813  -0.5013584  -0.07703175  0.7055761   0.11243755
  0.4022194  -0.17739135  0.34048402  0.18225896  1.3269379  -0.14951584
 -0.5071957  -0.6653806 ]",1
"[-0.05657125 -0.13012838  0.7938211  -0.01185194  0.1339871  -0.14436977
  0.21438536  0.6654513  -0.49578673 -0.02581998  0.69467616  0.09622672
  0.36525795 -0.1368351   0.36011052  0.16203299  1.2590938  -0.21541792
 -0.43624103 -0.5896647 ]",0
"[-0.11030808 -0.01260262  0.7108395   0.05118278  0.16041335 -0.19555806
  0.18410449  0.61336243 -0.5277517  -0.11334924  0.7422264   0.0308893
  0.3426221  -0.22223806  0.38431972  0.17710105  1.34797    -0.20894118
 -0.44053832 -0.5804653 ]",0
"[-0.03708072  0.0706498   0.6362298   0.08827686  0.15064763 -0.14600222
  0.3762232   0.6319689  -0.557382   -0.0575473   0.7200464   0.01850512
  0.32995504 -0.24620987  0.35496673  0.19672473  1.2662674  -0.2289258
 -0.5048472  -0.71755886]",1
"[-0.1743384  -0.07644258  0.6957844  -0.02315792  0.1576029  -0.24911115
  0.28735808  0.6830183  -0.48414132 -0.0418906   0.73472553 -0.03143766
  0.29846776 -0.22561911  0.26351297  0.15578386  1.3550146  -0.27945402
 -0.40074947 -0.65459913]",0
"[-0.04168956 -0.04127318  0.7002421  -0.06867336  0.19005288 -0.10616578
  0.16797985  0.6377292  -0.5368095  -0.079675    0.6517996   0.14017259
  0.4061968  -0.18846403  0.39658514  0.12350354  1.1845073  -0.31495243
 -0.46150634 -0.5559119 ]",0
"[ 0.03371259 -0.0189453   0.68172693 -0.04752182  0.15725851 -0.17548269
  0.3820358   0.6392736  -0.5352952  -0.12030544  0.6724231   0.13430412
  0.28943175 -0.11101751  0.35518536  0.22650495  1.2498019  -0.20125271
 -0.4661749  -0.66410923]",1
"[-0.03406861 -0.0291813   0.8071751  -0.03589397  0.16992268 -0.08036081
  0.10967434  0.7446132  -0.45461583 -0.06931775  0.56295824  0.26844683
  0.3801032  -0.11890888  0.35243955  0.04773066  1.1630265  -0.24994141
 -0.39497924 -0.5272539 ]",1
"[-0.14492692 -0.05120014  0.5591688   0.0099588   0.16834544 -0.12499863
  0.29110274  0.67371196 -0.5424602  -0.03217661  0.7852868  -0.09464459
  0.25369266 -0.23240387  0.27953592  0.14019457  1.3311601  -0.29647726
 -0.4839653  -0.6700481 ]",0
"[-0.18473282  0.01735493  0.5455877   0.1485651   0.3908138  -0.07484358
  0.26691976  0.6141901  -0.37400863 -0.06853371  0.6832485   0.04694783
  0.38126785 -0.22716814  0.29339954  0.11790492  1.3740749  -0.21343867
 -0.4863845  -0.6784769 ]",0
"[ 0.03618236  0.05542768  0.65786284 -0.05133183  0.23961328 -0.08908153
  0.14625698  0.68403745 -0.40355366 -0.03830534  0.6109529   0.20925498
  0.36694115 -0.14436206  0.32370913  0.12244236  1.1249213  -0.24800056
 -0.44430867 -0.6238233 ]",0
"[ 0.0289368  -0.10538249  0.6966934   0.02110357  0.17471151 -0.08819599
  0.16077664  0.5202548  -0.46368524 -0.08970137  0.6089891   0.13971229
  0.42677724 -0.14737052  0.51096255  0.04020222  1.2383319  -0.32626855
 -0.5045785  -0.55736643]",0
"[-0.08544619 -0.06168124  0.69675094 -0.00882048  0.17562392 -0.11686566
  0.19368511  0.66446334 -0.47305414 -0.03218554  0.6883745   0.12196581
  0.27972987 -0.19498771  0.36187503  0.09107107  1.2208042  -0.29550713
 -0.3572996  -0.5674715 ]",0
"[-0.09558458 -0.040324    0.6375013   0.05943797  0.18030211 -0.16371024
  0.27581954  0.5515353  -0.5404272  -0.03615306  0.7333537  -0.02139265
  0.39823076 -0.1864091   0.35724914  0.22398399  1.3481828  -0.21261367
 -0.5051995  -0.60914934]",1
"[-0.01122161 -0.04024184  0.6025693  -0.05482541  0.31260997 -0.00380354
  0.20135103  0.6035597  -0.36795205 -0.03153047  0.6107446   0.13514458
  0.35407504 -0.14828677  0.39528343  0.07799538  1.1092538  -0.35459164
 -0.4050631  -0.67502844]",1
"[-0.08547679 -0.06038701  0.68497026  0.00246752  0.11390342 -0.04509551
  0.24490048  0.67848223 -0.5312375  -0.03480161  0.6859045   0.06993719
  0.33465543 -0.20267831  0.39892694  0.18458587  1.1394889  -0.29957443
 -0.4220791  -0.5890341 ]",0
"[-0.03325584 -0.11841813  0.5699779   0.05329968  0.22927696 -0.18794541
  0.2233227   0.6080016  -0.4633874  -0.12423442  0.63975155  0.06934721
  0.4779246  -0.18280962  0.40382534  0.10235584  1.3689675  -0.22254479
 -0.62176526 -0.587786  ]",1
"[ 1.0047171e-03  3.3023026e-02  8.1495768e-01  9.6586943e-03
  1.5567932e-01 -1.2669045e-01  1.3804069e-01  6.6308469e-01
 -5.0896448e-01 -1.7927531e-02  5.9528565e-01  2.3690121e-01
  3.9466903e-01 -1.8241715e-01  3.4340289e-01  2.9281871e-02
  1.1159706e+00 -3.0707473e-01 -3.5310152e-01 -5.6702507e-01]",1
"[-0.1440279   0.11845928  0.6760439  -0.02212752  0.20528479 -0.22240329
  0.30989793  0.7114201  -0.48970166 -0.03378677  0.805598    0.14945085
  0.25757918 -0.33079126  0.24485546  0.13408497  1.2528752  -0.23172356
 -0.4302419  -0.6947302 ]",0
"[-0.11149766 -0.04877938  0.64735824 -0.00406225  0.15580115 -0.18270527
  0.18518111  0.6140542  -0.5558116  -0.05415796  0.7474281   0.00331256
  0.29934177 -0.2701181   0.331455    0.16356665  1.3127563  -0.2765375
 -0.46473938 -0.59223306]",1
"[-0.12675937  0.14397317  0.57284313  0.15117185  0.08182378 -0.30276617
  0.33780918  0.52079594 -0.5873241  -0.03571916  0.8528422  -0.12515458
  0.32548165 -0.33487684  0.3406639   0.31197196  1.3353925  -0.18288776
 -0.5638824  -0.6874123 ]",1
"[-0.03764824 -0.03818864  0.70158523  0.04261311  0.13297501 -0.06653202
  0.18050714  0.6869988  -0.5279788  -0.08708179  0.62983274  0.15968646
  0.37195358 -0.1568863   0.38436383  0.18449064  1.2171254  -0.28379765
 -0.40121648 -0.53951657]",0
"[-0.04668644 -0.02258987  0.5908268  -0.02993101  0.22847544 -0.14375493
  0.24263069  0.61699677 -0.4926257  -0.21615633  0.7365612   0.10766721
  0.336589   -0.24870405  0.30388305  0.1791712   1.326882   -0.26111847
 -0.4840267  -0.6592277 ]",0
"[-0.11002334 -0.00190392  0.5859229  -0.00573435  0.22671938 -0.11602429
  0.30288944  0.6088296  -0.5528729  -0.09351125  0.7312514  -0.02251198
  0.331943   -0.20363648  0.31475323  0.24963328  1.2948278  -0.28037444
 -0.46232826 -0.61260456]",1
"[-0.04880838  0.00317987  0.58308804  0.09227216  0.21776947 -0.12684746
  0.24239054  0.582778   -0.4516118  -0.0851407   0.68311864  0.05697778
  0.33781174 -0.19886751  0.45774642  0.24551214  1.2839357  -0.20806581
 -0.44817814 -0.6318783 ]",1
"[-0.05256972 -0.07804613  0.72067344  0.0443295   0.22952273 -0.10259625
  0.17756861  0.5960324  -0.5300366  -0.09929001  0.63320184  0.07335305
  0.42895776 -0.20489009  0.42826226  0.12089786  1.2516447  -0.298197
 -0.46894524 -0.54053545]",0
"[-0.17719814 -0.02555919  0.5540059  -0.06611228  0.14648472 -0.22996406
  0.2797959   0.518846   -0.48957065 -0.01970968  0.81886274  0.06140027
  0.313882   -0.2848109   0.41630393  0.2812816   1.322405   -0.12981078
 -0.5337054  -0.6452915 ]",0
"[-0.09307201 -0.0353224   0.68086356  0.02571431  0.17363241 -0.14080788
  0.27290252  0.7134938  -0.51111454 -0.02308839  0.68219393  0.05879387
  0.30013922 -0.1836668   0.30002686  0.13797131  1.2628165  -0.2953089
 -0.3980663  -0.5981768 ]",1
"[ 0.07514628 -0.05788886  0.6090879   0.00451382  0.32488972 -0.12217077
  0.2686113   0.42900243 -0.4718016  -0.07472476  0.6465394   0.06715243
  0.41470385 -0.19605613  0.5219352   0.10182077  1.2114859  -0.35531557
 -0.5014102  -0.66742027]",1
"[-0.14874433 -0.0695789   0.6482074   0.02246273  0.1518587  -0.07653196
  0.27317652  0.6842348  -0.540557   -0.04158353  0.70759463  0.04406385
  0.3596567  -0.17788056  0.34589273  0.20617096  1.2994481  -0.22126338
 -0.45436907 -0.5981993 ]",0
"[ 0.0163649   0.02164559  0.6602787  -0.01942839  0.17452641 -0.12659422
  0.23802789  0.66575456 -0.4645579   0.02447974  0.6705128   0.11531523
  0.2934558  -0.15087311  0.3163975   0.21575871  1.1269499  -0.28140795
 -0.37400213 -0.58820057]",1
"[-0.20129198  0.00304149  0.44748965  0.03652823  0.28406608 -0.12701097
  0.37756148  0.45314577 -0.4717272  -0.06266537  0.8330376  -0.16303603
  0.3932333  -0.29546416  0.3245472   0.27401724  1.4197112  -0.21929109
 -0.5594258  -0.7840943 ]",0
"[-0.15611742 -0.1380568   0.63642806 -0.06258209  0.19068132 -0.09200757
  0.24559562  0.69915175 -0.5078239  -0.00360636  0.74867284 -0.02941962
  0.3233783  -0.19565101  0.2557812   0.15973961  1.2662169  -0.27863806
 -0.42427874 -0.6440889 ]",0
"[-0.09996358 -0.05958285  0.70170754 -0.04413236  0.20949352 -0.09283285
  0.20384526  0.68970233 -0.5302419  -0.05356175  0.6409624   0.07463624
  0.3752899  -0.21692374  0.29152927  0.12822023  1.2617192  -0.28784552
 -0.473314   -0.57439804]",0
"[-0.08017197  0.01690553  0.65316683  0.04312353  0.13036066 -0.17171788
  0.21247473  0.7101173  -0.51117504 -0.04675022  0.68611133  0.1299057
  0.34878442 -0.18589284  0.3174002   0.17460206  1.3202834  -0.16053347
 -0.44697025 -0.5882113 ]",1
"[-0.00472202 -0.04743821  0.6336737   0.00965465  0.2686046  -0.06823781
  0.26078433  0.61201847 -0.519756   -0.0748501   0.6243664   0.08611957
  0.42757532 -0.11811777  0.42230293  0.1738825   1.1747557  -0.3361413
 -0.48825338 -0.5755074 ]",1
"[-0.05374741 -0.00439555  0.6113646   0.04067417  0.1661317  -0.09119172
  0.31894842  0.63940835 -0.55949724 -0.10361455  0.6919405  -0.00198198
  0.3431677  -0.24030863  0.30039597  0.28941756  1.2561154  -0.290301
 -0.4652793  -0.60301405]",0
"[-0.03183702 -0.04773878  0.66613877  0.04429818  0.26382273 -0.12635219
  0.2987516   0.721236   -0.4454357  -0.07285661  0.5934185   0.05741897
  0.32821316 -0.10108133  0.3014837   0.14420566  1.2811772  -0.32705867
 -0.41975877 -0.5757599 ]",1
"[ 0.02934527 -0.06282049  0.68569595 -0.04963225  0.22122344 -0.1636877
  0.15178593  0.59672284 -0.4127801  -0.07344694  0.5970775   0.18794686
  0.3883064  -0.16401091  0.46190903  0.07304521  1.1868368  -0.29071322
 -0.49011686 -0.55079764]",1
"[-0.05843501 -0.04002855  0.6772672  -0.03654621  0.20627001 -0.12996294
  0.16297086  0.69231534 -0.37758642 -0.01806864  0.60738474  0.15767027
  0.33711165 -0.13495943  0.37167966  0.05864901  1.168606   -0.31164867
 -0.40230122 -0.5741756 ]",1
"[-0.03486751 -0.01068363  0.6712781   0.02768773  0.18807562 -0.13416097
  0.24931037  0.63620603 -0.5446816  -0.09896323  0.6799772   0.04151765
  0.36939698 -0.17376219  0.36503053  0.14321552  1.2617459  -0.31557515
 -0.43157423 -0.60405594]",0
"[ 0.00627576 -0.0350875   0.7004823  -0.00694739  0.18744737 -0.13936405
  0.17450921  0.6676339  -0.46757588 -0.0764325   0.58327866  0.16054828
  0.36889422 -0.15461172  0.4112492   0.13655555  1.1515898  -0.31466058
 -0.41597775 -0.55092883]",1
"[-0.11158761  0.07339723  0.54859096  0.03279464  0.23574592 -0.08693901
  0.3196782   0.67774487 -0.5316135  -0.03707527  0.7402507   0.01141554
  0.30548692 -0.20028572  0.31447303  0.23059466  1.2949471  -0.18471748
 -0.43875715 -0.69716024]",0
"[-0.14050396  0.02046139  0.6759697   0.05918348  0.20726238 -0.04211539
  0.2794533   0.66593385 -0.62724066 -0.05687839  0.72582656  0.03025007
  0.40128663 -0.21254145  0.3195122   0.15357934  1.3190725  -0.23113507
 -0.42105433 -0.62807536]",0
"[-0.07170685 -0.0447315   0.751365   -0.04311422  0.13694003 -0.17452641
  0.13486502  0.69380313 -0.4662564  -0.06760419  0.6400837   0.10850675
  0.28072682 -0.1613797   0.37688947  0.15361252  1.2041401  -0.3110254
 -0.40526643 -0.5080958 ]",0
"[-0.13248384  0.08202405  0.57296455  0.0140963   0.18186563 -0.21310712
  0.23766299  0.564909   -0.44871184 -0.09248018  0.8371372   0.05560666
  0.29628685 -0.2913132   0.3058701   0.29552716  1.3209146  -0.12613063
 -0.48395985 -0.7331079 ]",0
"[-0.07126687 -0.1057101   0.700967    0.01182093  0.17354035 -0.14477378
  0.14952378  0.64918315 -0.44320178 -0.10816652  0.7030151   0.05931122
  0.31485042 -0.16789073  0.38489679  0.09105136  1.2489567  -0.34780824
 -0.3998694  -0.5828761 ]",0
"[-0.04125816  0.02507882  0.5038913  -0.05964112  0.30295044 -0.11072283
  0.27173695  0.60966605 -0.4453018  -0.05588233  0.6674965   0.0421342
  0.3706972  -0.1694799   0.32107195  0.17049806  1.2034173  -0.31759712
 -0.48435485 -0.67110085]",1
"[-0.00601542 -0.06706363  0.6603941  -0.01524594  0.20022644 -0.12891917
  0.18011491  0.64380074 -0.43875116 -0.07455768  0.61313087  0.13810124
  0.36901835 -0.1181335   0.42204994  0.09624344  1.1993023  -0.3112822
 -0.41748518 -0.58585835]",0
"[-0.11546704  0.04726096  0.5870988   0.04628395  0.3002567  -0.03913521
  0.34708354  0.74728286 -0.4497362   0.0390078   0.6643599   0.03980796
  0.3401632  -0.11031938  0.3098414   0.05745009  1.1596471  -0.4015071
 -0.40712777 -0.64611006]",0
"[-0.10650119 -0.00651979  0.57924026  0.0841176   0.22615531 -0.13380747
  0.23121522  0.5964619  -0.4964927  -0.0588934   0.68185544 -0.00706559
  0.34403768 -0.16868344  0.37186986  0.17609608  1.302717   -0.29390907
 -0.48741946 -0.5893132 ]",0
"[-0.01678247 -0.10928708  0.59287596 -0.02116593  0.2099635  -0.1325183
  0.19512519  0.52232337 -0.5008186  -0.04172836  0.6995954   0.05886182
  0.38618302 -0.14374022  0.4641502   0.16228947  1.2494913  -0.28611863
 -0.50495    -0.6049119 ]",1
"[-0.07786765  0.08631683  0.62195003 -0.06780377  0.22115935 -0.22188026
  0.21860124  0.5498888  -0.46826187 -0.12729223  0.79764986  0.12663072
  0.24347997 -0.27722266  0.3016005   0.16032343  1.3064696  -0.21102534
 -0.46398476 -0.6407513 ]",1
"[-0.06342907 -0.01279662  0.6130734   0.00344404  0.22804515 -0.08203775
  0.18261752  0.65233636 -0.4621515  -0.08031717  0.6681247   0.07709145
  0.31601894 -0.18282749  0.34784752  0.12614243  1.2407631  -0.33713824
 -0.38390282 -0.59427464]",0
"[-0.15223847 -0.03647463  0.6547379  -0.06037469  0.1907532  -0.091115
  0.22218464  0.6719809  -0.50386614  0.02086207  0.7756608   0.04806302
  0.3052916  -0.24830732  0.2756302   0.21171334  1.2557058  -0.1919476
 -0.4030351  -0.6445002 ]",1
"[ 0.05066499  0.00271418  0.6934597  -0.01834236  0.22388503 -0.10830861
  0.24349083  0.67422676 -0.46245906 -0.08954922  0.5724227   0.1594679
  0.3478732  -0.11680169  0.38720125  0.04619952  1.1529553  -0.39975542
 -0.40613207 -0.59312207]",1
"[-1.3982959e-01 -3.0611806e-02  6.5328091e-01 -1.4848931e-02
  2.1029228e-01 -7.9919063e-02  2.5952226e-01  6.9163036e-01
 -5.0595158e-01 -5.7509675e-04  7.1505964e-01  4.5346469e-02
  3.2092696e-01 -1.7938474e-01  2.8379396e-01  1.8980695e-01
  1.2286851e+00 -2.4435140e-01 -3.9684308e-01 -6.4084744e-01]",0
"[-0.08556168 -0.10176404  0.66838396 -0.05551222  0.17768459 -0.14826252
  0.21764621  0.6687368  -0.5094647  -0.05969187  0.68849915  0.08787933
  0.35251316 -0.22047406  0.32682493  0.18316217  1.272339   -0.26445207
 -0.42284736 -0.5818423 ]",1
